Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )
Q9UIQ6	LCAP_HUMAN	reviewed	Leucyl-cystinyl aminopeptidase (Cystinyl aminopeptidase) (EC 3.4.11.3) (Insulin-regulated membrane aminopeptidase) (Insulin-responsive aminopeptidase) (IRAP) (Oxytocinase) (OTase) (Placental leucine aminopeptidase) (P-LAP) [Cleaved into: Leucyl-cystinyl aminopeptidase, pregnancy serum form]	Homo sapiens (Human)	1025	LNPEP
P04180	LCAT_HUMAN	reviewed	Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase)	Homo sapiens (Human)	440	LCAT
Q8IZU9	KIRR3_HUMAN	reviewed	Kin of IRRE-like protein 3 (Kin of irregular chiasm-like protein 3) (Nephrin-like protein 2) [Cleaved into: Processed kin of IRRE-like protein 3]	Homo sapiens (Human)	778	KIRREL3
P06310	KV230_HUMAN	reviewed	Immunoglobulin kappa variable 2-30 (Ig kappa chain V-II region RPMI 6410)	Homo sapiens (Human)	120	IGKV2-30
P06315	KV502_HUMAN	reviewed	Immunoglobulin kappa variable 5-2 (Ig kappa chain V region EV15)	Homo sapiens (Human)	115	IGKV5-2
A0A075B6S6	KVD30_HUMAN	reviewed	Immunoglobulin kappa variable 2D-30	Homo sapiens (Human)	120	IGKV2D-30
P01593	KVD33_HUMAN	reviewed	Immunoglobulin kappa variable 1D-33 (Ig kappa chain V-I region AG) (Ig kappa chain V-I region Bi) (Ig kappa chain V-I region Lay) (Ig kappa chain V-I region Ni) (Ig kappa chain V-I region Rei) (Ig kappa chain V-I region Roy) (Ig kappa chain V-I region Scw) (Ig kappa chain V-I region WAT)	Homo sapiens (Human)	117	IGKV1D-33
Q9Y5K2	KLK4_HUMAN	reviewed	Kallikrein-4 (EC 3.4.21.-) (Enamel matrix serine proteinase 1) (Kallikrein-like protein 1) (KLK-L1) (Prostase) (Serine protease 17)	Homo sapiens (Human)	254	KLK4
P60985	KTDAP_HUMAN	reviewed	Keratinocyte differentiation-associated protein	Homo sapiens (Human)	99	KRTDAP
P25391	LAMA1_HUMAN	reviewed	Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha)	Homo sapiens (Human)	3075	LAMA1
P24043	LAMA2_HUMAN	reviewed	Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain)	Homo sapiens (Human)	3122	LAMA2
Q16363	LAMA4_HUMAN	reviewed	Laminin subunit alpha-4 (Laminin-14 subunit alpha) (Laminin-8 subunit alpha) (Laminin-9 subunit alpha)	Homo sapiens (Human)	1823	LAMA4
O15230	LAMA5_HUMAN	reviewed	Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha)	Homo sapiens (Human)	3695	LAMA5
A4D0S4	LAMB4_HUMAN	reviewed	Laminin subunit beta-4 (Laminin beta-1-related protein)	Homo sapiens (Human)	1761	LAMB4
Q6JVE5	LCN12_HUMAN	reviewed	Epididymal-specific lipocalin-12	Homo sapiens (Human)	192	LCN12
P01602	KV105_HUMAN	reviewed	Immunoglobulin kappa variable 1-5 (Ig kappa chain V-I region CAR) (Ig kappa chain V-I region EU) (Ig kappa chain V-I region HK102) (Ig kappa chain V-I region Kue)	Homo sapiens (Human)	117	IGKV1-5
P01594	KV133_HUMAN	reviewed	Immunoglobulin kappa variable 1-33 (Ig kappa chain V-I region AU) (Ig kappa chain V-I region Ka)	Homo sapiens (Human)	117	IGKV1-33
P01619	KV320_HUMAN	reviewed	Immunoglobulin kappa variable 3-20 (Ig kappa chain V-III region B6) (Ig kappa chain V-III region GOL) (Ig kappa chain V-III region HAH) (Ig kappa chain V-III region HIC) (Ig kappa chain V-III region IARC/BL41) (Ig kappa chain V-III region NG9) (Ig kappa chain V-III region SIE) (Ig kappa chain V-III region Ti) (Ig kappa chain V-III region WOL)	Homo sapiens (Human)	116	IGKV3-20
A0A0C4DH25	KVD20_HUMAN	reviewed	Immunoglobulin kappa variable 3-20	Homo sapiens (Human)	116	IGKV3D-20
P01615	KVD28_HUMAN	reviewed	Immunoglobulin kappa variable 2D-28 (Ig kappa chain V-II region FR) (Ig kappa chain V-II region GM607) (Ig kappa chain V-II region MIL) (Ig kappa chain V-II region TEW)	Homo sapiens (Human)	120	IGKV2D-28
P04432	KVD39_HUMAN	reviewed	Immunoglobulin kappa variable 1D-39 (Ig kappa chain V-I region Daudi)	Homo sapiens (Human)	117	IGKV1D-39
Q6ISS4	LAIR2_HUMAN	reviewed	Leukocyte-associated immunoglobulin-like receptor 2 (LAIR-2) (CD antigen CD306)	Homo sapiens (Human)	152	LAIR2
Q5VSP4	LC1L1_HUMAN	reviewed	Putative lipocalin 1-like protein 1 (Lipocalin 1-like pseudogene 1)	Homo sapiens (Human)	162	LCN1P1
Q969E1	LEAP2_HUMAN	reviewed	Liver-expressed antimicrobial peptide 2 (LEAP-2)	Homo sapiens (Human)	77	LEAP2
Q9GZZ8	LACRT_HUMAN	reviewed	Extracellular glycoprotein lacritin	Homo sapiens (Human)	138	LACRT
P00709	LALBA_HUMAN	reviewed	Alpha-lactalbumin (Lactose synthase B protein) (Lysozyme-like protein 7)	Homo sapiens (Human)	142	LALBA
Q13751	LAMB3_HUMAN	reviewed	Laminin subunit beta-3 (Epiligrin subunit bata) (Kalinin B1 chain) (Kalinin subunit beta) (Laminin B1k chain) (Laminin-5 subunit beta) (Nicein subunit beta)	Homo sapiens (Human)	1172	LAMB3
P11047	LAMC1_HUMAN	reviewed	Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma)	Homo sapiens (Human)	1609	LAMC1
Q6UWW0	LCN15_HUMAN	reviewed	Lipocalin-15	Homo sapiens (Human)	184	LCN15
Q8WX39	LCN9_HUMAN	reviewed	Epididymal-specific lipocalin-9 (MUP-like lipocalin)	Homo sapiens (Human)	176	LCN9
Q8N145	LGI3_HUMAN	reviewed	Leucine-rich repeat LGI family member 3 (LGI1-like protein 4) (Leucine-rich glioma-inactivated protein 3)	Homo sapiens (Human)	548	LGI3
P42702	LIFR_HUMAN	reviewed	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118)	Homo sapiens (Human)	1097	LIFR
P47929	LEG7_HUMAN	reviewed	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	Homo sapiens (Human)	136	LGALS7; LGALS7B
O95970	LGI1_HUMAN	reviewed	Leucine-rich glioma-inactivated protein 1 (Epitempin-1)	Homo sapiens (Human)	557	LGI1
P11150	LIPC_HUMAN	reviewed	Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C)	Homo sapiens (Human)	499	LIPC
Q6XZB0	LIPI_HUMAN	reviewed	Lipase member I (LIPI) (EC 3.1.1.-) (Cancer/testis antigen 17) (CT17) (LPD lipase) (Membrane-associated phosphatidic acid-selective phospholipase A1-beta) (mPA-PLA1 beta)	Homo sapiens (Human)	460	LIPI
P54315	LIPR1_HUMAN	reviewed	Inactive pancreatic lipase-related protein 1 (PL-RP1)	Homo sapiens (Human)	467	PNLIPRP1
P54317	LIPR2_HUMAN	reviewed	Pancreatic lipase-related protein 2 (PL-RP2) (EC 3.1.1.26) (EC 3.1.1.3) (Galactolipase)	Homo sapiens (Human)	469	PNLIPRP2
Q6JVE6	LCN10_HUMAN	reviewed	Epididymal-specific lipocalin-10	Homo sapiens (Human)	187	LCN10
P48357	LEPR_HUMAN	reviewed	Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295)	Homo sapiens (Human)	1165	LEPR
P15018	LIF_HUMAN	reviewed	Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin)	Homo sapiens (Human)	202	LIF
Q8WWY8	LIPH_HUMAN	reviewed	Lipase member H (LIPH) (EC 3.1.1.-) (LPD lipase-related protein) (Membrane-associated phosphatidic acid-selective phospholipase A1-alpha) (mPA-PLA1 alpha) (Phospholipase A1 member B)	Homo sapiens (Human)	451	LIPH
P16233	LIPP_HUMAN	reviewed	Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3)	Homo sapiens (Human)	465	PNLIP
A0A0C4DH73	KV112_HUMAN	reviewed	Immunoglobulin kappa variable 1-12	Homo sapiens (Human)	117	IGKV1-12
A0A075B6P5	KV228_HUMAN	reviewed	Immunoglobulin kappa variable 2-28	Homo sapiens (Human)	120	IGKV2-28
Q6JVE9	LCN8_HUMAN	reviewed	Epididymal-specific lipocalin-8	Homo sapiens (Human)	175	LCN8
P04430	KV116_HUMAN	reviewed	Immunoglobulin kappa variable 1-16 (Ig kappa chain V-I region BAN)	Homo sapiens (Human)	117	IGKV1-16
P04433	KV311_HUMAN	reviewed	Immunoglobulin kappa variable 3-11 (Ig kappa chain V-III region VG)	Homo sapiens (Human)	115	IGKV3-11
P01601	KVD16_HUMAN	reviewed	Immunoglobulin kappa variable 1D-16 (Ig kappa chain V-I region HK146) (Ig kappa chain V-I region HK189) (Fragment)	Homo sapiens (Human)	117	IGKV1D-16
P01614	KVD40_HUMAN	reviewed	Immunoglobulin kappa variable 2D-40 (Ig kappa chain V-II region Cum)	Homo sapiens (Human)	121	IGKV2D-40
P07942	LAMB1_HUMAN	reviewed	Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta)	Homo sapiens (Human)	1786	LAMB1
O14960	LECT2_HUMAN	reviewed	Leukocyte cell-derived chemotaxin-2 (LECT-2) (hLECT2)	Homo sapiens (Human)	151	LECT2
O00292	LFTY2_HUMAN	reviewed	Left-right determination factor 2 (Endometrial bleeding-associated factor) (Left-right determination factor A) (Protein lefty-2) (Protein lefty-A) (Transforming growth factor beta-4) (TGF-beta-4)	Homo sapiens (Human)	366	LEFTY2
Q9UBX7	KLK11_HUMAN	reviewed	Kallikrein-11 (hK11) (EC 3.4.21.-) (Hippostasin) (Serine protease 20) (Trypsin-like protease) [Cleaved into: Kallikrein-11 inactive chain 1; Kallikrein-11 inactive chain 2]	Homo sapiens (Human)	282	KLK11
Q9UKR3	KLK13_HUMAN	reviewed	Kallikrein-13 (EC 3.4.21.-) (Kallikrein-like protein 4) (KLK-L4)	Homo sapiens (Human)	277	KLK13
Q9Y337	KLK5_HUMAN	reviewed	Kallikrein-5 (EC 3.4.21.-) (Kallikrein-like protein 2) (KLK-L2) (Stratum corneum tryptic enzyme)	Homo sapiens (Human)	293	KLK5
O60259	KLK8_HUMAN	reviewed	Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein)	Homo sapiens (Human)	260	KLK8
Q6P5S2	LEG1H_HUMAN	reviewed	Protein LEG1 homolog	Homo sapiens (Human)	330	LEG1
Q8N135	LGI4_HUMAN	reviewed	Leucine-rich repeat LGI family member 4 (LGI1-like protein 3) (Leucine-rich glioma-inactivated protein 4)	Homo sapiens (Human)	537	LGI4
P01599	KV117_HUMAN	reviewed	Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA)	Homo sapiens (Human)	117	IGKV1-17
P01597	KV139_HUMAN	reviewed	Immunoglobulin kappa variable 1-39 (Ig kappa chain V-I region DEE) (Ig kappa chain V-I region Hau) (Ig kappa chain V-I region Mev) (Ig kappa chain V-I region OU) (Ig kappa chain V-I region Walker)	Homo sapiens (Human)	117	IGKV1-39
P01624	KV315_HUMAN	reviewed	Immunoglobulin kappa variable 3-15 (Ig kappa chain V-III region CLL) (Ig kappa chain V-III region POM)	Homo sapiens (Human)	115	IGKV3-15
Q9Y6N6	LAMC3_HUMAN	reviewed	Laminin subunit gamma-3 (Laminin-12 subunit gamma) (Laminin-14 subunit gamma) (Laminin-15 subunit gamma)	Homo sapiens (Human)	1575	LAMC3
P18428	LBP_HUMAN	reviewed	Lipopolysaccharide-binding protein (LBP)	Homo sapiens (Human)	481	LBP
P01611	KVD12_HUMAN	reviewed	Immunoglobulin kappa variable 1D-12 (Ig kappa chain V-I region Wes)	Homo sapiens (Human)	117	IGKV1D-12
Q16787	LAMA3_HUMAN	reviewed	Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha)	Homo sapiens (Human)	3333	LAMA3
P55268	LAMB2_HUMAN	reviewed	Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	Homo sapiens (Human)	1798	LAMB2
Q8IYD9	LAS2_HUMAN	reviewed	Lung adenoma susceptibility protein 2	Homo sapiens (Human)	372	LAS2
P31025	LCN1_HUMAN	reviewed	Lipocalin-1 (Tear lipocalin) (Tlc) (Tear prealbumin) (TP) (Von Ebner gland protein) (VEG protein)	Homo sapiens (Human)	176	LCN1
P17931	LEG3_HUMAN	reviewed	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	Homo sapiens (Human)	250	LGALS3
O00182	LEG9_HUMAN	reviewed	Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21)	Homo sapiens (Human)	355	LGALS9
P01229	LSHB_HUMAN	reviewed	Lutropin subunit beta (Lutropin beta chain) (Luteinizing hormone subunit beta) (LH-B) (LSH-B) (LSH-beta)	Homo sapiens (Human)	141	LHB
P01701	LV151_HUMAN	reviewed	Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64)	Homo sapiens (Human)	117	IGLV1-51
Q17RY6	LY6K_HUMAN	reviewed	Lymphocyte antigen 6K (Ly-6K)	Homo sapiens (Human)	165	LY6K
P28300	LYOX_HUMAN	reviewed	Protein-lysine 6-oxidase (EC 1.4.3.13) (Lysyl oxidase)	Homo sapiens (Human)	417	LOX
Q96QH8	LYZL5_HUMAN	reviewed	Sperm acrosome-associated protein 5 (EC 3.2.1.17) (Lysozyme-like protein 5) (Sperm-specific lysozyme-like protein X) (SLLP-X)	Homo sapiens (Human)	159	SPACA5; SPACA5B
P06312	KV401_HUMAN	reviewed	Immunoglobulin kappa variable 4-1 (Ig kappa chain V-IV region B17) (Ig kappa chain V-IV region JI) (Ig kappa chain V-IV region Len) (Ig kappa chain V-IV region STH)	Homo sapiens (Human)	121	IGKV4-1
O75829	LECT1_HUMAN	reviewed	Leukocyte cell-derived chemotaxin 1 [Cleaved into: Chondrosurfactant protein (CH-SP); Chondromodulin-1 (Chondromodulin-I) (ChM-I)]	Homo sapiens (Human)	334	LECT1
O75610	LFTY1_HUMAN	reviewed	Left-right determination factor 1 (Left-right determination factor B) (Protein lefty-1) (Protein lefty-B)	Homo sapiens (Human)	366	LEFTY1
Q08397	LOXL1_HUMAN	reviewed	Lysyl oxidase homolog 1 (EC 1.4.3.-) (Lysyl oxidase-like protein 1) (LOL)	Homo sapiens (Human)	574	LOXL1
Q96JB6	LOXL4_HUMAN	reviewed	Lysyl oxidase homolog 4 (EC 1.4.3.-) (Lysyl oxidase-like protein 4) (Lysyl oxidase-related protein C)	Homo sapiens (Human)	756	LOXL4
Q8N6Y2	LRC17_HUMAN	reviewed	Leucine-rich repeat-containing protein 17 (p37NB)	Homo sapiens (Human)	441	LRRC17
Q8N1E2	LYG1_HUMAN	reviewed	Lysozyme g-like protein 1 (EC 3.2.1.-)	Homo sapiens (Human)	194	LYG1
Q7Z304	MAMC2_HUMAN	reviewed	MAM domain-containing protein 2 (MAM domain-containing proteoglycan) (Mamcan)	Homo sapiens (Human)	686	MAMDC2
Q08380	LG3BP_HUMAN	reviewed	Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K)	Homo sapiens (Human)	585	LGALS3BP
Q8N0V4	LGI2_HUMAN	reviewed	Leucine-rich repeat LGI family member 2 (LGI1-like protein 2) (Leucine-rich glioma-inactivated protein 2)	Homo sapiens (Human)	545	LGI2
Q8N6C8	LIRA3_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e)	Homo sapiens (Human)	439	LILRA3
Q16609	LPAL2_HUMAN	reviewed	Putative apolipoprotein(a)-like protein 2 (Apo(a)-like protein 2) (Lp(a)-liker protein 2) (Apolipoprotein a-related gene C protein) (Apo(a)rg-C)	Homo sapiens (Human)	132	LPAL2
P51884	LUM_HUMAN	reviewed	Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)	Homo sapiens (Human)	338	LUM
P01699	LV144_HUMAN	reviewed	Immunoglobulin lambda variable 1-44 (Ig lambda chain V-I region MEM) (Ig lambda chain V-I region VOR)	Homo sapiens (Human)	117	IGLV1-44
P04211	LV743_HUMAN	reviewed	Immunoglobulin lambda variable 7-43 (Ig lambda chain V region 4A)	Homo sapiens (Human)	117	IGLV7-43
Q8NDX9	LY65B_HUMAN	reviewed	Lymphocyte antigen 6 complex locus protein G5b	Homo sapiens (Human)	201	LY6G5B
O95711	LY86_HUMAN	reviewed	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	Homo sapiens (Human)	162	LY86
Q96KX0	LYZL4_HUMAN	reviewed	Lysozyme-like protein 4 (Lysozyme-4)	Homo sapiens (Human)	146	LYZL4
O75951	LYZL6_HUMAN	reviewed	Lysozyme-like protein 6 (EC 3.2.1.17)	Homo sapiens (Human)	148	LYZL6
P62502	LCN6_HUMAN	reviewed	Epididymal-specific lipocalin-6 (Lipocalin-5)	Homo sapiens (Human)	163	LCN6
P09382	LEG1_HUMAN	reviewed	Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)	Homo sapiens (Human)	135	LGALS1
P41159	LEP_HUMAN	reviewed	Leptin (Obese protein) (Obesity factor)	Homo sapiens (Human)	167	LEP
Q9Y5X9	LIPE_HUMAN	reviewed	Endothelial lipase (EC 3.1.1.3) (Endothelial cell-derived lipase) (EDL) (EL)	Homo sapiens (Human)	500	LIPG
Q5VXJ0	LIPK_HUMAN	reviewed	Lipase member K (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 2)	Homo sapiens (Human)	399	LIPK
Q5VYY2	LIPM_HUMAN	reviewed	Lipase member M (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 3)	Homo sapiens (Human)	423	LIPM
Q17RR3	LIPR3_HUMAN	reviewed	Pancreatic lipase-related protein 3 (PL-RP3) (EC 3.1.1.3)	Homo sapiens (Human)	467	PNLIPRP3
A6NI73	LIRA5_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f)	Homo sapiens (Human)	299	LILRA5
Q14766	LTBP1_HUMAN	reviewed	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1)	Homo sapiens (Human)	1721	LTBP1
Q8N2S1	LTBP4_HUMAN	reviewed	Latent-transforming growth factor beta-binding protein 4 (LTBP-4)	Homo sapiens (Human)	1624	LTBP4
Q86TE4	LUZP2_HUMAN	reviewed	Leucine zipper protein 2	Homo sapiens (Human)	346	LUZP2
P01700	LV147_HUMAN	reviewed	Immunoglobulin lambda variable 1-47 (Ig lambda chain V-I region HA) (Ig lambda chain V-I region WAH)	Homo sapiens (Human)	117	IGLV1-47
P01705	LV223_HUMAN	reviewed	Immunoglobulin lambda variable 2-23 (Ig lambda chain V-II region NEI)	Homo sapiens (Human)	113	IGLV2-23
P80748	LV321_HUMAN	reviewed	Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT)	Homo sapiens (Human)	117	IGLV3-21
Q5SRR4	LY65C_HUMAN	reviewed	Lymphocyte antigen 6 complex locus protein G5c	Homo sapiens (Human)	150	LY6G5C
Q8N149	LIRA2_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 2 (CD85 antigen-like family member H) (Immunoglobulin-like transcript 1) (ILT-1) (Leukocyte immunoglobulin-like receptor 7) (LIR-7) (CD antigen CD85h)	Homo sapiens (Human)	483	LILRA2
Q8NHL6	LIRB1_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j)	Homo sapiens (Human)	650	LILRB1
P58215	LOXL3_HUMAN	reviewed	Lysyl oxidase homolog 3 (EC 1.4.3.-) (Lysyl oxidase-like protein 3)	Homo sapiens (Human)	753	LOXL3
P01709	LV208_HUMAN	reviewed	Immunoglobulin lambda variable 2-8 (Ig lambda chain V-II region BO) (Ig lambda chain V-II region MGC)	Homo sapiens (Human)	118	IGLV2-8
P01715	LV301_HUMAN	reviewed	Immunoglobulin lambda variable 3-1 (Ig lambda chain V-IV region Bau) (Ig lambda chain V-IV region MOL) (Ig lambda chain V-IV region X)	Homo sapiens (Human)	115	IGLV3-1
P01717	LV325_HUMAN	reviewed	Immunoglobulin lambda variable 3-25 (Ig lambda chain V-IV region Hil)	Homo sapiens (Human)	112	IGLV3-25
P01703	LV140_HUMAN	reviewed	Immunoglobulin lambda variable 1-40 (Ig lambda chain V-I region NEWM)	Homo sapiens (Human)	118	IGLV1-40
P01706	LV211_HUMAN	reviewed	Immunoglobulin lambda variable 2-11 (Ig gamma lambda chain V-II region DOT) (Ig lambda chain V-II region BOH) (Ig lambda chain V-II region BUR) (Ig lambda chain V-II region NIG-58) (Ig lambda chain V-II region TRO) (Ig lambda chain V-II region WIN)	Homo sapiens (Human)	119	IGLV2-11
P01714	LV319_HUMAN	reviewed	Immunoglobulin lambda variable 3-19 (Ig lambda chain V-III region SH)	Homo sapiens (Human)	112	IGLV3-19
P01721	LV657_HUMAN	reviewed	Immunoglobulin lambda variable 6-57 (Ig lambda chain V-VI region AR) (Ig lambda chain V-VI region EB4) (Ig lambda chain V-VI region NIG-48) (Ig lambda chain V-VI region SUT) (Ig lambda chain V-VI region WLT)	Homo sapiens (Human)	117	IGLV6-57
Q6UX82	LYPD8_HUMAN	reviewed	Ly6/PLAUR domain-containing protein 8	Homo sapiens (Human)	237	LYPD8
P07098	LIPG_HUMAN	reviewed	Gastric triacylglycerol lipase (GL) (Gastric lipase) (EC 3.1.1.3)	Homo sapiens (Human)	398	LIPF
P06858	LIPL_HUMAN	reviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Homo sapiens (Human)	475	LPL
Q5VXI9	LIPN_HUMAN	reviewed	Lipase member N (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 4)	Homo sapiens (Human)	398	LIPN
Q9Y4K0	LOXL2_HUMAN	reviewed	Lysyl oxidase homolog 2 (EC 1.4.3.13) (Lysyl oxidase-like protein 2) (Lysyl oxidase-related protein 2) (Lysyl oxidase-related protein WS9-14)	Homo sapiens (Human)	774	LOXL2
Q96II8	LRCH3_HUMAN	reviewed	Leucine-rich repeat and calponin homology domain-containing protein 3	Homo sapiens (Human)	777	LRCH3
Q14114	LRP8_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	Homo sapiens (Human)	963	LRP8
P55145	MANF_HUMAN	reviewed	Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET)	Homo sapiens (Human)	182	MANF
O00187	MASP2_HUMAN	reviewed	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	Homo sapiens (Human)	686	MASP2
Q86SG7	LYG2_HUMAN	reviewed	Lysozyme g-like protein 2 (EC 3.2.1.-)	Homo sapiens (Human)	212	LYG2
Q9BZG9	LYNX1_HUMAN	reviewed	Ly-6/neurotoxin-like protein 1 (Secreted Ly-6/uPAR domain-containing protein 2) (Secreted Ly-6/uPAR-related protein 2) (SLURP-2)	Homo sapiens (Human)	131	LYNX1
Q86Y78	LYPD6_HUMAN	reviewed	Ly6/PLAUR domain-containing protein 6	Homo sapiens (Human)	171	LYPD6
Q7Z4W2	LYZL2_HUMAN	reviewed	Lysozyme-like protein 2 (Lysozyme-2) (EC 3.2.1.17)	Homo sapiens (Human)	148	LYZL2
Q14767	LTBP2_HUMAN	reviewed	Latent-transforming growth factor beta-binding protein 2 (LTBP-2)	Homo sapiens (Human)	1821	LTBP2
Q9NS15	LTBP3_HUMAN	reviewed	Latent-transforming growth factor beta-binding protein 3 (LTBP-3)	Homo sapiens (Human)	1303	LTBP3
O95460	MATN4_HUMAN	reviewed	Matrilin-4	Homo sapiens (Human)	622	MATN4
P01704	LV214_HUMAN	reviewed	Immunoglobulin lambda variable 2-14 (Ig lambda chain V-II region NIG-84) (Ig lambda chain V-II region TOG) (Ig lambda chain V-II region VIL)	Homo sapiens (Human)	120	IGLV2-14
P01718	LV327_HUMAN	reviewed	Immunoglobulin lambda variable 3-27 (Ig lambda chain V-IV region Kern)	Homo sapiens (Human)	113	IGLV3-27
Q9Y6Y9	LY96_HUMAN	reviewed	Lymphocyte antigen 96 (Ly-96) (ESOP-1) (Protein MD-2)	Homo sapiens (Human)	160	LY96
P61626	LYSC_HUMAN	reviewed	Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)	Homo sapiens (Human)	148	LYZ
Q6UWQ5	LYZL1_HUMAN	reviewed	Lysozyme-like protein 1 (EC 3.2.1.17)	Homo sapiens (Human)	148	LYZL1
P21941	MATN1_HUMAN	reviewed	Cartilage matrix protein (Matrilin-1)	Homo sapiens (Human)	496	MATN1
